ipo_firm,year,originality,generality
"COOPERVISION, INC.",1992,0.21875,0.0
"COOPERVISION, INC.",2005,0.17570153061224492,0.2222222222222222
"COOPERVISION, INC.",2006,0.29128862590401045,0.14814814814814814
"COOPERVISION, INC.",2007,0.43963527239150507,0.10666666666666662
"COOPERVISION, INC.",2008,0.6510204081632653,0.5417751479289941
Copart,2008,0.25255102040816335,0.0
Copley Pharmaceutical,1989,0.0,0.0
Copley Pharmaceutical,1993,0.2777777777777777,0.0
"COPYTELE, INC.",1986,0.5,0.0
"COPYTELE, INC.",1987,0.5679012345679012,0.6272189349112427
"COPYTELE, INC.",1988,0.41021825396825395,0.6265948783359497
"COPYTELE, INC.",1989,0.3298611111111111,0.2897791041730436
"COPYTELE, INC.",1990,0.75,0.0
"COPYTELE, INC.",1991,0.5689101473922903,0.2907538589356771
"COPYTELE, INC.",1992,0.4444444444444444,0.0
"COPYTELE, INC.",1993,0.4779591550424883,0.515514810090703
"COPYTELE, INC.",1994,0.46414436147612065,0.7043697303614659
"COPYTELE, INC.",1995,0.4979160158547437,0.7403570423163073
"COPYTELE, INC.",1996,0.47097904469699337,0.7258170595508073
"COPYTELE, INC.",1997,0.3360881542699725,0.7426330447229419
"COPYTELE, INC.",1998,0.5439814814814815,0.7646845203809596
"COPYTELE, INC.",1999,0.3486390532544379,0.6314681440443213
"COPYTELE, INC.",2000,0.528061224489796,0.49943310657596374
"COPYTELE, INC.",2001,0.6222222222222222,0.7244897959183674
"COPYTELE, INC.",2002,0.0,0.5599999999999999
"COPYTELE, INC.",2003,0.0,0.21875
"COPYTELE, INC.",2004,0.3888888888888889,0.21875
"COPYTELE, INC.",2005,0.0,0.2222222222222222
"COPYTELE, INC.",2006,0.3096598639455782,0.0
"COPYTELE, INC.",2007,0.2862287334593573,0.05999999999999998
"COPYTELE, INC.",2008,0.0,0
"COPYTELE, INC.",2009,0.0,0
"COPYTELE, INC.",2010,0.10237814133918031,0.0
"COPYTELE, INC.",2011,0.09577819785759296,0.49586776859504145
"COPYTELE, INC.",2012,0.31737192022969435,0.0
"COPYTELE, INC.",2013,0.4054938271604938,0.0
"COPYTELE, INC.",2014,0.4848979591836735,0.0
"COPYTELE, INC.",2015,0.46295508944318464,0.0
COR Therapeutics,1993,0.0,0.5
COR Therapeutics,1994,0.16666666666666666,0.3668860946745562
COR Therapeutics,1996,0.275266272189349,0.1111111111111111
COR Therapeutics,1997,0.25563575713816095,0.06349206349206349
COR Therapeutics,1998,0.21862801378769783,0.14969094726880194
COR Therapeutics,1999,0.2318599537037037,0.125
COR Therapeutics,2000,0.2641252935437917,0.17044595616024186
COR Therapeutics,2001,0.1262651364587312,0.2076634232678189
COR Therapeutics,2002,0.12772467786163214,0.09577819785759296
Corcept Therapeutics Inc,2003,0.0,0.0
Corcept Therapeutics Inc,2004,0.0,0.0
Corcept Therapeutics Inc,2005,0.4444444444444444,0
Corcept Therapeutics Inc,2007,0.0,0
Corcept Therapeutics Inc,2008,0.10666666666666662,0.0
Corcept Therapeutics Inc,2009,0.0,0.345679012345679
Corcept Therapeutics Inc,2010,0,0
Corcept Therapeutics Inc,2011,0.0,0
Corcept Therapeutics Inc,2012,0.13888888888888884,0.0
Corcept Therapeutics Inc,2013,0.0816326530612245,0.25250356932896617
Corcept Therapeutics Inc,2014,0.0,0.2682277318640955
Corcept Therapeutics Inc,2016,0.13888888888888884,0.39669421487603307
CORCOM,1976,0,0
CORCOM,1978,0,0
CORCOM,1981,0,0
CORCOM,1983,0.5,0.5
CORCOM,1984,0,0
CORCOM,1986,0.5,0.5
CORCOM,1987,0.24489795918367352,0.3044982698961938
CORCOM,1988,0.47835872576177285,0.31999999999999995
CORCOM,1989,0.0,0.0
CORCOM,1995,0.5,0.4444444444444444
CORCOM,1998,0.41241496598639454,0.0
Core Laboratories,1978,0,0
Core Laboratories,1983,0.27999999999999997,0.14814814814814814
Core Laboratories,1984,0.0,0.0
Core Laboratories,1985,0.15625,0.2850056689342404
Core Laboratories,1986,0.0,0.14876033057851235
Core Laboratories,1991,0.40816326530612246,0.5
Core Laboratories,1997,0.31404958677685946,0.21875
Core Laboratories,2001,0.39349112426035515,0.0
Core Laboratories,2002,0.2730182734719596,0.0
Core Laboratories,2003,0.311683251813122,0.2235685941043084
Core Laboratories,2004,0.29888888888888876,0.25
Core Laboratories,2006,0.4661007188999046,0.21925925925925926
Core Laboratories,2007,0.45138888888888884,0.234375
Core Laboratories,2008,0.5746110129364752,0.2561728395061728
Core Laboratories,2009,0.17999999999999994,0
Core Laboratories,2010,0.375,0.4444444444444444
Core Laboratories,2011,0.54,0
Core Laboratories,2014,0.20761245674740492,0
Corel,1997,0.3088197314049587,0.18327094151269974
Corel,2000,0.0,0.3018000000000002
Corel,2001,0.0,0.0
Corel,2002,0.17777777777777776,0.26780859375
Corel,2003,0.36744449277445757,0.1897222222222222
Corel,2004,0.16000000000000003,0.08163265306122451
Corel,2005,0.41551768024146185,0.19534828550223318
Corel,2006,0.3536888021763152,0.3179804618606702
Corel,2007,0.33422998819362454,0.322037037037037
Corel,2008,0.326160535667435,0.32699074074074075
Corel,2009,0.2578723434092024,0.25445497398224665
Corel,2010,0.3127099758146444,0.26268339542698516
Corel,2011,0.38813665495376876,0.21728395061728395
Corel,2012,0.3748305139020243,0.095
Corel,2013,0.2956884517151087,0.125
Corel,2014,0.19502018807278354,0.0
Corel,2015,0.05072021484375,0.0
Corel,2016,0.22222222222222224,0.0
Corel Corp,1997,0.3088197314049587,0.18327094151269974
Corel Corp,2000,0.0,0.3018000000000002
Corel Corp,2001,0.0,0.0
Corel Corp,2002,0.17777777777777776,0.26780859375
Corel Corp,2003,0.36744449277445757,0.1897222222222222
Corel Corp,2004,0.16000000000000003,0.08163265306122451
Corel Corp,2005,0.41551768024146185,0.19534828550223318
Corel Corp,2006,0.3536888021763152,0.3179804618606702
Corel Corp,2007,0.33422998819362454,0.322037037037037
Corel Corp,2008,0.326160535667435,0.32699074074074075
Corel Corp,2009,0.2578723434092024,0.25445497398224665
Corel Corp,2010,0.3127099758146444,0.26268339542698516
Corel Corp,2011,0.38813665495376876,0.21728395061728395
Corel Corp,2012,0.3748305139020243,0.095
Corel Corp,2013,0.2956884517151087,0.125
Corel Corp,2014,0.19502018807278354,0.0
Corel Corp,2015,0.05072021484375,0.0
Corel Corp,2016,0.22222222222222224,0.0
Corgentech Inc,2002,0,0
Corgentech Inc,2004,0.625,0
Corio Inc,2008,0.375,0.0
Corio Inc,2011,0.2777777777777777,0.09972299168975085
Corium International Inc,2003,0.42105263157894746,0.6599999999999999
Corium International Inc,2004,0.5306122448979591,0.317037037037037
Corium International Inc,2006,0.5061775380538154,0.46965986394557824
Corium International Inc,2007,0.4387755102040817,0.3044982698961938
Corium International Inc,2008,0.3766033842114631,0.33290816326530603
Corium International Inc,2009,0.3665311978651009,0.095679012345679
Corium International Inc,2010,0.4416421400021849,0.27272727272727276
Corium International Inc,2011,0.1981163827372571,0.10666666666666662
Corium International Inc,2012,0.3651645297701946,0.2089699311677333
Corium International Inc,2013,0.3469116831511405,0.2196724678365918
Corium International Inc,2014,0.36111450452139354,0.21862199010305075
Corium International Inc,2015,0.3572659905085959,0.03599999999999999
Corium International Inc,2016,0.29534331261281316,0.1111111111111111
Corixa Corp,1996,0.0,0.375
Corixa Corp,1998,0.16666666666666666,0.1663223140495868
Corixa Corp,1999,0.20634920634920634,0.1943462908497873
Corixa Corp,2000,0.4166666666666667,0.30464399092970523
Corixa Corp,2001,0.14602445740200842,0.3020061110759698
Corixa Corp,2002,0.37678358633369324,0.18960180985974637
Corixa Corp,2003,0.295641288874986,0.24913037212640388
Corixa Corp,2004,0.31998559529073,0.33396545886873275
Corixa Corp,2005,0.2790631623019578,0.3343300815696649
Corixa Corp,2006,0.3618141636479779,0.34729204795847485
Corixa Corp,2007,0.21825302343159483,0.4031002771478962
Corixa Corp,2008,0.3856403694256033,0.2351111111111111
Corixa Corp,2009,0.468755215771615,0.07407407407407407
Corixa Corp,2010,0.49666491219725617,0.24609375
Corixa Corp,2011,0.5278759847695728,0.24444444444444446
Corixa Corp,2012,0.501583900100881,0.192
Corixa Corp,2013,0.19753086419753085,0.0
Corixa Corp,2014,0.5,0.4444444444444444
Corixa Corp,2015,0.0,0.0
Corixa Corp,2016,0.3472222222222222,0.0
Corken International,1979,0,0
Corken International,1987,0,0
Corken International,1988,0.1875,0.0
Corken International,1989,0.0,0.0
Corporate Express,2010,0.6982248520710059,0
Corrpro Companies,1987,0.0,0.0
Corrpro Companies,1988,0.5,0
Corrpro Companies,1989,0.0,0.0
Corrpro Companies,1991,0.0,0.0
Corrpro Companies,1992,0.0,0.625
Corrpro Companies,1993,0.6172839506172839,0.46875
Corrpro Companies,1994,0.22448979591836732,0.625
Corrpro Companies,1995,0.24489795918367352,0.72
Corrpro Companies,1999,0.5740740740740741,0.33333333333333337
Corrpro Companies,2001,0.5659722222222222,0.0
Corrpro Companies,2004,0.5308641975308641,0
Corsair Communications Inc,1995,0.5761772853185596,0.19451530612244894
Corsair Communications Inc,1998,0.3585600907029478,0.435905612244898
Corsair Communications Inc,1999,0.603853603859961,0.4599254286838703
Corsair Communications Inc,2000,0.2933310376492195,0.25
Cortech,1993,0.0,0.0
Cortech,1994,0.07638888888888895,0.0
Cortech,1995,0.6399999999999999,0.49382716049382713
Cortech,1997,0.2222222222222222,0.40214661406969093
Cortech,1998,0.15873015873015875,0.3004850088183421
Cortech,1999,0.05,0.15370390773409376
Cortech,2000,0.125,0.125
Cortech,2003,0.0,0
Cortech,2004,0.19390581717451527,0
Cortex Pharmaceuticals,1995,0.4335180055401662,0.19390581717451527
Cortex Pharmaceuticals,1996,0.7372400756143667,0.0
Cortex Pharmaceuticals,1997,0.0,0.38888888888888884
Cortex Pharmaceuticals,1998,0.0,0.375
Cortex Pharmaceuticals,1999,0.0,0.0
Cortex Pharmaceuticals,2000,0,0
Cortex Pharmaceuticals,2010,0.21875,0
Cortex Pharmaceuticals,2011,0.21875,0.4444444444444444
Cortex Pharmaceuticals,2012,0.21875,0.0
Cortex Pharmaceuticals,2013,0.20814043209876543,0
Cortex Pharmaceuticals,2014,0.0,0
Cortronic,1987,0.0,0.0
Cortronic,1988,0.0,0.0
Cortronic,2011,0.72,0.0
Corvas International,1994,0.2222222222222222,0.24565843621399178
Corvas International,1996,0.0,0.2689656472007086
Corvas International,1997,0.11239669421487604,0.10742693204231664
Corvas International,1998,0.191375,0.14985795454545456
Corvas International,1999,0.3176965824166927,0.3444444444444445
Corvas International,2000,0.3734001040582726,0.22049382716049382
Corvas International,2001,0.25,0.625
Corvas International,2002,0.0,0.09259259259259256
Corvas International,2003,0.14236439242710613,0.24829931972789113
Corvas International,2004,0.3175992063492063,0.7407407407407407
Corvas International,2005,0.5763265306122449,0.5
Corvis Corp,2000,0.4457142857142856,0.3426062338150251
Corvis Corp,2001,0.45189259426222694,0.32115090683264047
Corvis Corp,2002,0.47977746189580767,0.34962356352431484
Corvis Corp,2003,0.3775971765790715,0.19360067896095678
Corvis Corp,2004,0.5033304601847168,0.3036821373536643
Corvis Corp,2005,0.3693049177310797,0.26350308641975306
Corvis Corp,2006,0.3844204850012638,0.1574074074074074
Corvis Corp,2007,0.3078412250521852,0.0
Corvis Corp,2009,0.3856332703213612,0.0
Corvita,1988,0.2666666666666667,0.49313888888888896
Corvita,1989,0.4031213017751479,0.2878703703703704
Corvita,1990,0.625,0
Corvita,1991,0.16942148760330578,0.03264804316645031
Corvita,1992,0.4275151171579743,0.12370864959648409
Corvita,1993,0.3712262726367715,0.33666087962962954
Corvita,1994,0.32685678980228916,0.15702479338842973
Corvita,1995,0.0,0.0
Corvita,1996,0.0,0.028979238754325065
Corvita,1997,0.31212891500849266,0.036059458848630085
Corvita,1998,0.3655282709842233,0.30297160930042555
Corvita,1999,0.2807158258620396,0.10070718070985829
Corvita,2000,0.36679772423698775,0.33729637797848255
Corvita,2001,0.17126736111111113,0.09125
Corvita,2002,0.0,0.0
Corvita,2003,0.27000000000000024,0.21875
CORVUS SYSTEMS,1983,0.0,0.42000000000000004
Cosine Communications Inc,2006,0.401947334555476,0.34393994492805385
COSMO COMMUNICATIONS,1998,0,0
Costco Wholesale,2007,0,0
Coty Inc,1993,0.0,0.5
Coty Inc,1995,0,0
Coty Inc,2000,0.5380959505576196,0.2222222222222222
Coty Inc,2001,0.6150855142332415,0.0
Coty Inc,2002,0.25331632653061226,0.0
Coty Inc,2003,0.15277777777777776,0.0
Coty Inc,2004,0.5092592592592593,0.0
Coty Inc,2005,0.25191326530612246,0.16666666666666666
Coty Inc,2006,0.3208225666444531,0.46597222222222223
Coty Inc,2007,0.09333333333333332,0.3148148148148148
Coty Inc,2008,0.2530045351473923,0.0
Coty Inc,2009,0.08163265306122451,0.0
Coty Inc,2010,0.21988842097685632,0.0
Coty Inc,2011,0.14872685185185183,0.0
Coty Inc,2012,0.25567061143984215,0
Coty Inc,2013,0.0,0.0
Coty Inc,2014,0.13888888888888892,0.0
Coty Inc,2015,0.0950413223140496,0.18518518518518512
Coty Inc,2016,0.16666666666666666,0.0
Coupa Software Inc,2012,0.31999999999999984,0.375
Coupa Software Inc,2014,0.19753086419753085,0.0
Coupa Software Inc,2016,0,0
Coupons.com Inc,2009,0.13265306122448983,0.4027777777777778
Coupons.com Inc,2010,0.5945303210463734,0.1472
Coupons.com Inc,2011,0.5593438365683222,0.19694029265560462
Coupons.com Inc,2012,0.5853859251717752,0.1472
Coupons.com Inc,2013,0.6000943986201972,0
Coupons.com Inc,2014,0.6633291020778533,0.20833333333333334
Coupons.com Inc,2015,0.6437138921605203,0.24
Covad Communications Group Inc,2000,0.0,0.05551020408163265
Covad Communications Group Inc,2001,0.0,0.0
Covad Communications Group Inc,2002,0.21759259259259256,0.33240894901144635
Covad Communications Group Inc,2003,0.18663194444444448,0.16212551652892562
Covad Communications Group Inc,2004,0.3328287197231834,0.25
Covad Communications Group Inc,2005,0.0,0.0
Covad Communications Group Inc,2006,0.1875,0.18467120181405894
Covad Communications Group Inc,2007,0.33310865051903116,0.2222222222222222
Coventry,1988,0.0,0.0
Coventry,1989,0.296875,0.12244897959183676
Coventry,1992,0.0,0.0
Coventry,1995,0.0,0.0
Coventry,1996,0.0,0.15999999999999992
Coventry,1998,0.6666666666666667,0
Coventry,1999,0.0,0.4112654320987654
Coventry,2001,0.46875,0.2965972222222222
Coventry,2003,0.5093836088154271,0.22222222222222224
Coventry,2004,0.24489795918367352,0
Coventry,2006,0.5,0.0
Coventry,2010,0.13888888888888884,0.0
Coventry,2011,0,0
Coventry,2012,0.0,0.16
Coventry,2013,0.0,0
Coventry,2015,0,0
Covisint,2011,0.0,0.0
Coyote Sports Inc,1992,0.5,0
Coyote Sports Inc,1993,0.0,0
CPI Card Group Inc,2006,0.0,0.4444444444444444
CPI Card Group Inc,2008,0.0,0.0
CPI Card Group Inc,2011,0.72,0.6666666666666666
CPI Card Group Inc,2013,0.7994221360986593,0.3703703703703704
CPI Card Group Inc,2014,0.7353415814954277,0.13888888888888884
CPI Card Group Inc,2015,0.691569948082923,0.21875
CPI Card Group Inc,2016,0.6482571299230422,0.5
CPI CORP,1990,0.6222222222222222,0.7466666666666666
CPI CORP,1991,0.6712802768166091,0.6111111111111112
CPI CORP,1996,0.494949494949495,0.5972222222222222
CPI CORP,1997,0.5121630506245891,0.3326446280991736
CPI CORP,1998,0.5211111111111111,0.5925
CPI CORP,1999,0.6122448979591837,0.4444444444444444
CPI CORP,2000,0.17999999999999994,0.25
CPI CORP,2001,0.29037037037037033,0.3081481481481481
CPI CORP,2002,0.625,0.0
CPI CORP,2003,0,0
CPI CORP,2005,0,0
CPI CORP,2006,0.0,0.32098765432098764
CPI CORP,2007,0.0,0.5
CPI CORP,2008,0.0,0.0
CPI CORP,2011,0.24,0.3333333333333333
CPI CORP,2012,0.3543400713436383,0.5714285714285714
CPI CORP,2013,0.7076255038814179,0.4611111111111111
CPI CORP,2014,0.49022772099695183,0.13888888888888884
CPI CORP,2015,0.5958395400691026,0.175
CPI CORP,2016,0.2160857099743474,0.25
CRAFT HOUSE CORP.,1986,0.4444444444444444,0.0
CRAFT HOUSE CORP.,1987,0.4444444444444444,0.0
CRAFT HOUSE CORP.,1997,0.0,0.4444444444444444
CRAFT HOUSE CORP.,1998,0.5,0
CRAFT HOUSE CORP.,2000,0.24489795918367352,0.0
CRAFT HOUSE CORP.,2002,0.24489795918367352,0.0
CRAFT HOUSE CORP.,2003,0.2603550295857988,0.31999999999999984
CRAFT HOUSE CORP.,2004,0.16528925619834722,0.0
Craftmade International,1992,0.0,0.5599999999999999
Craftmade International,2000,0,0
Craftmade International,2001,0,0
Craftmade International,2002,0,0
Craftmade International,2003,0.4444444444444444,0.0
Craftmade International,2004,0.0,0
Craftmade International,2005,0.0,0.0
Craftmade International,2006,0.27469135802469136,0.0
Craftmade International,2007,0.0,0.06235294117647059
Craftmade International,2008,0,0.0
Craftmade International,2009,0.07589285714285714,0.0
Craftmade International,2011,0.25,0.0
Craftmade International,2012,0.4444444444444444,0.0
Craftmade International,2013,0.7799999999999999,0.4444444444444444
Craftmade International,2016,0.0,0
CRAY RESEARCH,1978,0,0.0
CRAY RESEARCH,1984,0.0,0.0
CRAY RESEARCH,1985,0.0,0.5669953977646285
CRAY RESEARCH,1986,0.2550075585789872,0.4846172946302704
CRAY RESEARCH,1987,0.03916527777777773,0.20559755545495692
CRAY RESEARCH,1988,0.2668367346938775,0.24812623274161733
CRAY RESEARCH,1989,0.3419591836734694,0.4013710018321054
CRAY RESEARCH,1990,0.3317187716747514,0.34736906596278216
CRAY RESEARCH,1991,0.20298610255040542,0.4725925925925926
CRAY RESEARCH,1992,0.34895443503733087,0.26048668503213956
CRAY RESEARCH,1993,0.3491226750234201,0.3068099919477535
CRAY RESEARCH,1994,0.33611828833623075,0.31492290034700743
CRAY RESEARCH,1995,0.326864495060113,0.3402810241195851
CRAY RESEARCH,1996,0.21976282385939702,0.255187729624574
CRAY RESEARCH,1997,0.1773053084640775,0.2584275107000581
CRAY RESEARCH,1998,0.27936212173633224,0.32098098636706907
CRAY RESEARCH,1999,0.252891193165533,0.14305683141399797
CRAY RESEARCH,2000,0.3487256971425104,0.29280617125178815
CRAY RESEARCH,2001,0.31999999999999984,0.16528925619834722
Creative Technology,1983,0.075,0.22754680384550519
Creative Technology,1984,0.14965277777777777,0.2708333333333333
Creative Technology,1985,0.4417695473251028,0.5596187641723356
Creative Technology,1986,0.5188450158147128,0.5676027851020452
Creative Technology,1987,0.28162543805400947,0.30556587108387656
Creative Technology,1988,0.3260021946131958,0.3829045133167211
Creative Technology,1989,0.2990819189628713,0.21482081619494203
Creative Technology,1990,0.27206745131915194,0.27346494771562185
Creative Technology,1991,0.2615107140849256,0.3360209743224091
Creative Technology,1992,0.3003456850729506,0.3511763252556375
Creative Technology,1993,0.3358608389520902,0.3561693518973231
Creative Technology,1994,0.3281031404240062,0.24732601552618494
Creative Technology,1995,0.39188164024317235,0.3949699000862523
Creative Technology,1996,0.3586045104469843,0.3042385466044516
Creative Technology,1997,0.35463846324199094,0.3885864005491663
Creative Technology,1998,0.2920971865454017,0.306649233317705
Creative Technology,1999,0.31963165446881403,0.2974490480506792
Creative Technology,2000,0.38935913290012614,0.41002123402354906
Creative Technology,2001,0.3617789283492642,0.3015483210136438
Creative Technology,2002,0.3363187691523461,0.3257480119851714
Creative Technology,2003,0.36671015411212177,0.2997735893543378
Creative Technology,2004,0.3929045921155272,0.3581055254797781
Creative Technology,2005,0.43594184366675215,0.37635045606624423
Creative Technology,2006,0.42054813421850074,0.19305604521040123
Creative Technology,2007,0.28589666440988154,0.2380359719362379
Creative Technology,2008,0.3200201326682146,0.20174002483609854
Creative Technology,2009,0.3402252741421047,0.18723662887773274
Creative Technology,2010,0.40382358096912047,0.2600069604732834
Creative Technology,2011,0.3024385896948408,0.1923075475640495
Creative Technology,2012,0.3876371717317124,0.18956934807979545
Creative Technology,2013,0.3746555462747499,0.22006310903625123
Creative Technology,2014,0.3327703610051975,0.1289868792483545
Creative Technology,2015,0.2882510298734207,0.15957005116096026
Creative Technology,2016,0.3110741901829274,0.06728174455763684
Creative BioMolecules,1988,0.0,0.741973840665874
Creative BioMolecules,1989,0.0,0.0
Creative BioMolecules,1990,0.21875,0.5330812854442344
Creative BioMolecules,1991,0.3736225895316805,0.5377509028302679
Creative BioMolecules,1992,0.4690154320987654,0.4616208796542711
Creative BioMolecules,1993,0.3564625850340136,0.42940243646292797
Creative BioMolecules,1994,0.3511111111111111,0.0
Creative BioMolecules,1995,0.3360881542699725,0.4055445978522901
Creative BioMolecules,1996,0.4682908163265306,0.5571161970973233
Creative BioMolecules,1997,0.490399824925048,0.30001259763164523
Creative BioMolecules,1998,0.5208015026284257,0.245
Creative BioMolecules,1999,0.4934727176641565,0.29120918367346943
Creative BioMolecules,2000,0.4925985451415372,0.296
Creative BioMolecules,2001,0.45305785123966935,0.0
Credence Systems,1991,0.345679012345679,0.375
Credence Systems,1994,0.31264462809917365,0.38790078791778465
Credence Systems,1996,0.5133495664060831,0.3223140495867769
Credence Systems,1997,0.39564776553412917,0.46722350990257605
Credence Systems,1998,0.24435062429854099,0.42359344224085305
Credence Systems,1999,0.2712286419930303,0.45488589967130916
Credence Systems,2000,0.3243097207174016,0.3466129460938475
Credence Systems,2001,0.2385469563674692,0.28535705426472
Credence Systems,2002,0.3315271936249677,0.33623866213151926
Credence Systems,2003,0.3911519303418283,0.44320592286501376
Credence Systems,2004,0.44239670381138163,0.3389627439373174
Credence Systems,2005,0.3716837608802774,0.2769737869996694
Credence Systems,2006,0.41616433874623954,0.2846747903642392
Credence Systems,2007,0.3976879821379138,0.2584501137860822
Credence Systems,2008,0.46418982559774247,0.1012713675213675
Credence Systems,2009,0.2702333152195789,0.19444444444444445
Credence Systems,2010,0.3232633752465483,0.43558088002532447
Credence Systems,2012,0.7011555555555555,0
Credence Systems,2013,0.5802469135802468,0
Credence Systems,2014,0.31999999999999984,0
Credit Acceptance,2005,0.0,0.3598615916955018
Cree Research,1990,0.22666666666666657,0.249809670781893
Cree Research,1991,0.0,0.3212925170068026
Cree Research,1992,0.4963991769547325,0.37432199211045364
Cree Research,1993,0.1941000918273646,0.24163548752834468
Cree Research,1994,0.3490304709141275,0.5822419460880999
Cree Research,1995,0.10620370370370369,0.3616435185185185
Cree Research,1996,0.12933802793942653,0.38481183844906797
Cree Research,1997,0.33018440494192575,0.4649990821154259
Cree Research,1998,0.34065147457178085,0.47631596770835716
Cree Research,1999,0.22132677240850318,0.4782161470530376
Cree Research,2000,0.18041814263072198,0.11224489795918366
Cree Research,2001,0.0,0.0
Creo Products Inc,1992,0.3125,0.4048091458805744
Creo Products Inc,1993,0.5822222222222222,0.3611111111111111
Creo Products Inc,1994,0.15454931972789118,0.16666666666666666
Creo Products Inc,1995,0.0,0.5
Creo Products Inc,1997,0.4375,0.31190926275992437
Creo Products Inc,1998,0.5728550295857988,0.3932910419069589
Creo Products Inc,1999,0.549719387755102,0.1863905325443787
Creo Products Inc,2000,0.6113945578231292,0.42148526077097503
Creo Products Inc,2001,0.5928997466244941,0.42597883597883596
Creo Products Inc,2002,0.48,0.625
Creo Products Inc,2003,0.6197222222222223,0.13888888888888884
Creo Products Inc,2004,0.8703703703703703,0.5714285714285714
Creo Products Inc,2009,0.65625,0
Crest Industries,1987,0,0
Crest Industries,1988,0.0,0.0
Crest Industries,1993,0.32284351262259164,0.33203125
Crest Industries,1994,0.38062283737024216,0.5
Crest Industries,1995,0.2986767485822306,0.6599999999999999
Criteo SA,2010,0.0,0.0
Critical Industries,1991,0.5,0
Critical Path Inc,2001,0.5548204158790171,0.5377589663622189
Critical Path Inc,2003,0.569362261669954,0.4824875534981222
Critical Path Inc,2010,0.47337278106508873,0.0
Critical Path Inc,2011,0.4444444444444444,0.5
Critical Path Inc,2012,0.2485207100591716,0.0
Critical Path Inc,2014,0.4444444444444444,0.4444444444444444
Critical Path Inc,2015,0.5,0.0
Critical Therapeutics Inc,2007,0.31999999999999984,0.16528925619834722
Critical Therapeutics Inc,2008,0.6,0.0
Criticare Systems,1987,0.5599999999999999,0.5599999999999999
Criticare Systems,1988,0.0,0.0
Criticare Systems,1989,0.17999999999999994,0.65625
Criticare Systems,1990,0.226248150887574,0.2906427221172023
Criticare Systems,1994,0.6415094339622641,0.7160493827160495
Criticare Systems,1995,0.0,0.07100591715976323
Criticare Systems,1998,0.3911111111111112,0.3377777777777776
Criticare Systems,2000,0.31999999999999984,0.0
Criticare Systems,2001,0.380853277835588,0.4444444444444444
Criticare Systems,2002,0.4827895218740172,0.6112672476479459
Criticare Systems,2003,0.345679012345679,0.32271468144044335
Criticare Systems,2004,0.42938775510204075,0.2975206611570247
Criticare Systems,2005,0.5390625,0.4444444444444444
Criticare Systems,2008,0.5674740484429066,0.0
Criticare Systems,2010,0.5674740484429065,0.0
Criticare Systems,2013,0.5079365079365079,0.4444444444444444
Criticare Systems,2014,0.25,0
Crocs Inc,2006,0.41285549399815324,0.4362731481481481
Crocs Inc,2007,0.4053271137026239,0.2941493055555555
Crocs Inc,2008,0.2980332576415813,0.09876543209876543
Crocs Inc,2009,0.0672,0.0
Crocs Inc,2010,0.125,0.0
Crocs Inc,2011,0.0,0
Crocs Inc,2012,0.0,0.0
Crocs Inc,2013,0.09375,0.2222222222222222
Crocs Inc,2014,0.2693055555555556,0
Crocs Inc,2015,0.05788194444444443,0.38483453868069245
Crocs Inc,2016,0.2433449074074074,0
Cronos,2000,0.8487324894989763,0.8082525052268639
Crop Genetics International,1992,0.25,0.1875
Crop Genetics International,1993,0.0,0.4444444444444444
Crop Genetics International,1994,0.7755102040816326,0
Crop Genetics International,1995,0.54,0.4600000000000001
Cross Timbers Oil,1997,0.0,0.0
Cross Timbers Oil,1998,0.0,0.4444444444444444
CrossKeys Systems Corp,1999,0.0,0.375
CrossKeys Systems Corp,2001,0.21875,0.0
Crossroads Systems Inc,1999,0.2777777777777777,0.43915630070308276
Crossroads Systems Inc,2000,0.19999999999999996,0.3974939718364197
Crossroads Systems Inc,2001,0.4097222222222222,0.4565972222222222
Crossroads Systems Inc,2002,0.44156337473714974,0.40521050924320084
Crossroads Systems Inc,2003,0.31201545778834716,0.3454976064499874
Crossroads Systems Inc,2004,0.13981302682368402,0.3382278308818185
Crossroads Systems Inc,2005,0.41533415478220675,0.3623441277337382
Crossroads Systems Inc,2006,0.43044474678760397,0.44621598639455784
Crossroads Systems Inc,2007,0.37159863945578236,0.2693749999999999
Crossroads Systems Inc,2008,0.35155756146473716,0.2963508936118826
Crossroads Systems Inc,2009,0.34157793747002985,0.21915990941631963
Crossroads Systems Inc,2010,0.37070630742163435,0.2411534657247646
Crossroads Systems Inc,2011,0.41695983087276856,0.17621420464733403
Crossroads Systems Inc,2012,0.4769237160015723,0.2311111111111111
Crossroads Systems Inc,2013,0.29345696780381186,0.14843286045363968
CrossWorlds Software Inc,2000,0.0,0.6721938775510203
CrossWorlds Software Inc,2001,0.1527777777777779,0.0
Crown Brands,2010,0.0,0.0
Crown Brands,2011,0.6666666666666667,0.625
Crown Castle International,2006,0.2777777777777777,0.0
CryoCor Inc,2004,0.0488161690227682,0.0
CryoCor Inc,2005,0.16123962824154958,0.0
CryoCor Inc,2006,0.2650876582592359,0.0
CryoCor Inc,2007,0.0927739856998818,0.0
CryoCor Inc,2008,0.030490451388888895,0.0
CryoCor Inc,2009,0.1844503689007378,0.0
Cryolife,1986,0,0
Cryolife,1990,0.7603305785123967,0.31999999999999984
Cryolife,1991,0.5193749999999999,0.6371439006574142
Cryolife,1992,0.4113722870100421,0.19631378722287815
Cryolife,1993,0.3991891299583607,0.4683333333333333
