firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Steel Technologies,19850827,STTX,85814700,92073,3122400,0,1971,0
Steelcase Inc,19980217,SCS,858155203,85796,153368176,1,1912,0
STEIGER TRACTOR,19801113,STGR,85835910,72849,3368000,0,1969,0
Steinway Musical Instruments,19960801,LVB,858495104,83832,9527127,0,1900,0
Stemline Therapeutics Inc,20130128,STML,85858C107,13761,6960914,0,2003,0
Stereotaxis Inc,20040811,STXS,85916J102,90325,27096382,0,1990,0
Stericycle,19960823,SRCL,858912108,83906,9219422,0,1989,0
Sterigenics International Inc,19970813,STER,85915R105,85318,6829039,0,1978,0
Steris,19920601,STRL,859152100,77649,7563254,0,1985,0
Sterling,19860514,STRL,859359101,10254,2400000,0,1932,0
Sterling Chemicals,19881012,STX,858903107,75422,59994825,0,1986,0
Sterling Commerce,19960308,SE,859205106,83229,53995680,0,1975,0
STERLING SOFTWARE,19830504,SSW,85954710,65074,3600000,0,1983,0
Steve's Homemade Ice Cream,19860722,STVEA,860318104,10506,9000080,0,1984,0
Steven Madden,19931210,SHOO,556269108,80034,5287304,0,1990,0
Stevens Graphics,19870827,SVG,86024C104,75189,3900000,0,1965,1
STEWART & STEVENSON SE,19760603,SSSS,86034210,72961,2942260,0,1902,.
Stewart Enterprises,19911009,STEI,860370105,77045,8569250,1,1910,0
Stillwater Mining,19941215,PGMS,86074Q102,81173,15030000,0,1993,0
Stimsonite,19931215,STIM,860832104,80042,8556400,0,1920,0
Stolt Comex Seaway,19930521,SCSWF,L8873E103,79191,17000000,1,1961,0
Stone Energy Corp,19930708,SGY,861642106,79444,11266449,0,1981,0
Stoneridge Inc,19971010,SRI,86183P102,85440,20882748,0,1930,0
Storagenetworks Inc,20000629,STOR,8.62E+107,88378,88527000,0,1998,0
Storm Technology,19960930,EASY,862219102,84074,10014055,0,1990,0
StorMedia,19950504,STMD,862221108,81642,8953750,1,1980,0
StrataCom,19920721,STRM,862683109,77793,14677833,0,1986,0
Stratasys,19941020,SSYS,862685104,81010,2691210,0,1989,0
Stratos Lightwave Inc,20000626,STLW,863100103,88377,62780000,0,1946,0
STRATUS COMPUTER,19830826,STRA,86315510,73075,17818000,0,1980,0
Streicher Mobile Fueling,19961211,FUEL,862924107,84311,2500000,0,1983,0
Structural Dynamics Research,19870929,SDRC,863555108,11723,6494900,0,1967,0
STRYKER,19790502,STRY,86366710,73139,2134243,0,1946,.
Student Advantage Inc,19990618,STAD,86386Q105,86999,22133892,0,1992,0
Styling Technology,19961121,STYL,863905105,84264,3894186,0,1993,1
Sucampo Pharmaceuticals Inc,20070802,SCMP,864909106,92226,41729568,1,1996,0
SuccessFactors Inc,20071119,SFSF,864596101,92451,49743807,0,2001,0
Sugen,19941003,SUGN,865041107,81012,8036751,0,1991,0
Suiza Foods,19960417,SWZA,86507710,83421,9612584,0,1974,1
Summa Four Inc,19930923,SUMA,865628101,79624,5639537,0,1976,0
Summagraphics,19870930,SUGR,865906101,11727,3507303,0,1987,0
Summit Financial,19900125,SUMM,866057102,76445,1000000,0,1989,0
Summit Materials Inc,20150312,SUM,86614U100,15264,92258702,1,2008,1
Summit Technology,19870716,BEAM,8.66E+105,11522,5811849,0,1985,0
Sun Hydraulics Corp,19970109,SNHY,866942105,84438,6000000,0,1986,0
Sun Microsystems,19860304,SUNW,866810104,10078,26246545,0,1982,0
Sunbelt,19931022,SBLT,867079105,79735,2763526,0,1992,0
Suncoke Energy Inc,20110720,SXC,86722A103,12905,70000000,0,1962,0
Sundowner Offshore Services,19900629,SOSI,867314106,76213,3084000,0,1985,0
SunEdison Semiconductor Ltd,20140522,SEMI,Y8213L10,14669,40426175,0,1959,0
Sunesis Pharmaceuticals Inc,20050927,SNSS,867328502,90907,21455801,0,1998,0
Sunhawk.com Corp,20000214,SNHK,86737B104,87631,2799000,0,1992,0
SunPharm,19950112,SUNP,867648206,81228,2719535,0,1990,0
SunPower,20051116,SPWR,86765210,90978,59809939,1,1985,0
Sunquest Information Systems,19960530,SUNQ,867654105,83560,17899761,0,1979,0
SUNRISE MEDICAL,19831122,SNMD,86791010,73614,3367000,0,1978,1
Sunrise Technologies,19890512,SNRS,86769L103,75760,6199520,0,1987,0
Sunrise Telecom Inc,20000712,SRTI,86769Y105,88469,5251000,0,1991,0
Sunrun Inc,20150805,RUN,86771W105,15643,96973895,0,2007,0
Super Micro Computer Inc,20070329,SMCI,86800U104,91907,28623220,0,1993,0
Super Vision International,19940322,SUPVA,868042102,80368,4620000,0,1991,0
Superconductor Technologies,19930309,SCON,867931107,79006,5574101,0,1987,0
Supergen,19960312,SUPG,868059106,83317,16248839,0,1991,0
Superior Services,19960308,SUPR,868316100,83318,16202647,0,1992,1
Superior Well Service Inc,20050728,SWSI,86837X105,90822,18536667,0,1997,0
SuperMac Technology,19920515,SMAC,868433103,77614,6615385,0,1988,0
Supernus Pharmaceuticals Inc,20120430,SUPN,868459108,13410,24361569,0,2005,0
"SUPERTEX, INC.",19831206,SUPX,86853210,73681,11621000,0,1975,0
Support.com Inc,20000718,SPRT,868587106,88468,21147000,0,1997,0
Supreme International,19930521,SUPI,868610106,79195,3533333,0,1967,0
SureBeam Corp,20010315,SURE,86866R10,88950,55753000,1,1981,0
Surgical Laser Technologies,19890929,SLTI,868819103,75822,5272847,0,1983,0
Surgidyne,19870511,SGDN,868827106,11311,3219560,0,1984,0
SurModics Inc,19980303,SRDX,868873100,85889,5396868,0,1979,0
Sweet Victory,19851024,SVIC,87042400,92196,3000000,0,1984,0
Sweetwater,19940113,SWWT,870534104,80158,1743493,0,1991,0
SWIFT INDEPENDENT,19810422,SIPC,87074210,64119,4845000,0,1980,0
Swift Transportation,19900629,SWFT,870756103,76214,6950000,0,1966,0
Swift Transportation Co,20101216,SWFT,87074U10,12473,133416713,1,1966,0
Swing-N-Slide,19920828,SNSC,870775103,77872,9600000,0,1979,0
Switchboard Inc,20000302,SWBD,871045100,87817,23716355,0,1996,0
Sybase,19910813,SYBS,871130100,76792,18081144,0,1984,0
Sybron,19920507,SYB,87114F106,77579,19982332,0,1960,0
Sycamore Networks Inc,19991022,SCMR,87120610,87343,78031337,0,1998,0
Sylvan Learning,19850726,SLVN,87139800,92209,3450000,0,1981,0
Sylvan Learning Systems,19931209,SLVN,871399101,80037,7726585,0,1986,0
Symantec,19890623,SYMC,871503108,75607,5751221,0,1982,0
Symbion Inc,20040205,SMBI,871507109,90033,20685358,0,1996,0
SYMBOL TECHNOLOGIES,19790601,SMBL,87150810,73940,2132832,0,1973,.
SYMBOLICS INC.,19841115,SMBX,87151210,92217,21400000,0,1980,0
Symbollon,19931207,SYMBA,87151H106,80044,2250000,0,1991,0
Symmetry Medical Inc,20041208,SMA,871546206,90515,33053432,0,1976,0
Symphonix Devices Inc,19980213,SMPX,871951109,85850,11767000,0,1994,0
Symyx Technologies Inc,19991118,SMMX,87155S101,87418,28684014,0,1979,0
Synacor Inc,20120209,SYNC,871561106,13280,25583027,0,1998,0
Synaptic Pharmaceutical,19951213,SNAP,87156R109,82746,7325993,0,1987,0
Synaptics Inc,20020128,SYNA,87157D10,89290,23120000,0,1986,0
SYNBIOTICS CORP.,19830825,SBIO,87156610,73956,1000000,0,1982,0
Synchronoss Technologies Inc,20060615,SNCR,87157B103,91366,30922102,0,2000,0
Syndax Pharmaceuticals Inc,20160303,SNDX,87164F105,15976,17372675,0,2011,0
Synergen,19860307,SYGN,871594107,10095,7833576,0,1981,0
Syneron Medical Ltd,20040805,ELOS,M87245102,90316,21941649,0,2000,0
Synetic,19890628,SNTC,87160F109,75608,6800000,0,1961,0
Synopsys,19920226,SNPS,871607107,77357,12503209,0,1986,0
SynOptics Communications,19880819,SNPX,871609103,12094,7140182,0,1985,0
Synplicity Inc,20001012,SYNP,87160Y108,88743,18650000,0,1994,0
Synta Pharmaceuticals Corp,20070206,SNTA,87162T206,91832,33817434,0,2001,0
Syntel Inc,19970812,SYNT,87162H103,85319,25000000,0,1980,0
Syntellect,19900329,SYNL,87161L105,76111,7809715,0,1984,0
Synthetic Industries,19961101,SIND,871914107,84259,8280888,0,1969,0
SYNTREX INC,19820330,STRX,87162510,74027,8524000,0,1979,0
Syntro,19860730,SYNT,871629101,10537,8561662,0,1981,0
Syquest Technology,19911218,SYQT,871660106,77183,10246697,0,1982,0
Syratech Corp,19921216,SYRA,871824108,78207,9290850,0,1986,0
Syros Pharmaceuticals Inc,20160630,SYRS,87184Q107,16111,22760161,0,2011,0
SYSCON,19811117,SCON,87183010,74051,2699000,0,1966,0
SYSTEM INDUSTRIES,19800905,SYSM,87190010,74123,1534000,0,1968,0
SYSTEMATICS,19810812,SYST,87190410,74150,4916000,0,1967,0
SyStemix,19910806,STMX,871872107,76782,7023659,0,1988,0
Systems Technology Associates,19850326,STAI,87203300,92233,3237769,0,1966,0
SystemSoft,19940804,SYSF,871926101,80845,9586802,0,1991,0
T Cell Sciences,19860515,TCEL,872342100,10258,6000000,0,1983,0
T/R Systems Inc,20000126,TRSI,87263U102,87576,11733234,0,1991,0
T2 Biosystems Inc,20140807,TTOO,89853L104,14879,19221604,0,2006,0
Tableau Software Inc,20130516,DATA,87336U105,13914,58744508,1,2004,0
TACTILE SYSTEMS TECHNOLOGY INC,20160728,TCMD,87357P100,16186,16649017,0,1995,0
Tadiran,19920805,TAD,M8734H104,77858,19400000,0,1942,0
Tadiran Telecommunications,19960328,TTELF,M87340101,83320,16250000,0,1982,0
Take-Two Interactive Software,19970414,TTWO,874054109,84761,7607455,0,1993,0
Taleo Corp,20050928,TLEO,87424N104,90910,21828330,1,1996,0
TALX,19961016,TALX,874918105,84134,5238345,0,1973,0
Taminco Corp,20130417,TAM,87509U106,13861,66399041,0,1993,0
TANDEM COMPUTERS,19771214,TDM,87537010,74617,3524466,0,1974,.
Tandem Diabetes Care,20131114,TNDM,875372104,14325,21378095,0,2006,0
TANDON,19810211,TCOR,87537710,74625,8755000,0,1976,0
Tangoe Inc,20110726,TNGO,87582Y108,12924,32711152,0,2000,0
Tanox Inc,20000406,TNOX,87588Q109,88199,41473123,0,1986,0
Tapistron International,19920624,TAPI,876038100,77697,7523989,0,1986,0
Targa Resources Corp,20101206,TRGP,87612G10,12476,42292348,0,2004,0
Targacept Inc,20060411,TRGT,87611R306,91184,19104838,0,1997,0
Targanta Therapeutics Corp,20071009,TARG,87612C100,92316,20969174,0,1997,0
Target Technologies,19940819,CFON,87612N106,80803,4347344,0,1986,0
Target Therapeutics,19920124,TGET,875919102,77283,6193064,0,1985,0
Targeted Genetics,19940520,TGEN,87612M108,80577,8795896,0,1989,0
Taser International Inc,20010508,TASRU,87651B20,89031,2710754,0,1993,0
Taunton Technologies,19881019,TTEK,876696105,12265,3430000,0,1986,0
TB Wood's,19960208,TBW,872226105,82861,5774885,0,1957,0
TBS International Ltd,20050624,TBSI,G86975151,90746,27694957,1,1993,0
TEAM,19801007,TEAM,87815510,65752,1839000,0,1973,0
TECHAMERICA GROUP,19810806,TCHA,87831510,63378,7167000,0,1971,0
Techdyne,19850418,TCDN,87832900,92340,1729730,0,1976,0
Technology 80,19850514,TKAT,87868P00,92372,1353336,0,1980,0
Technology Development,19850814,TDCX,87868L00,92364,1686811,0,1977,0
TECHNOLOGY MARKETING,19810324,TMKT,87872610,74916,2770000,0,1969,0
Technology Solutions,19910920,TSCC,87872T108,76846,10898537,0,1988,0
Techwell Inc,20060621,TWLL,87874D101,91370,19945294,0,1997,0
Tecnol Medical Products,19910926,TCNL,878755107,77047,13662105,0,1976,0
Tecogen,19870626,TCGN,878912104,11465,7885170,0,1985,0
Tecogen Inc,20140521,TGEN,87876P201,14675,15802906,0,2000,0
Teekay Shipping,19950719,TK,V89564104,81784,26790698,0,1979,0
Tefron Ltd,19970923,TFR,M87482101,85347,13409566,0,1977,0
Tegal,19951018,TGAL,879008100,82530,8899000,0,1989,0
Tekelec,19860516,TKLC,879101103,10272,3398477,0,1971,0
Teknekron Communications,19910718,TCSI,87911D106,76740,12516000,0,1983,0
Teknowledge,19860305,TKAI,879109106,10083,6589296,0,1981,0
Teladoc Inc,20150701,TDOC,87918A105,15585,35796346,0,2002,0
Telaxis Communications Corp,20000201,TLXS,879202109,87634,15332312,0,1982,0
TELCO SYSTEMS,19840214,TELC,87890410,74975,6080000,0,1972,0
TelCom Semiconductor,19950727,TLCM,87921P107,81903,17153687,0,1993,0
Tele-Matic,19941108,TMAT,879244200,81113,7433000,0,1986,0
Telebit,19900427,TBIT,87926F104,76141,6021078,0,1982,0
Telecalc,19850807,TLCC,87926500,92420,2102200,0,1982,0
Telechips,19951017,TCHP,879269108,82528,3517106,0,1991,0
"TELECI, INC.",19830426,TELL,87927110,75054,2660000,0,1967,0
Teledata Communication,19920416,TLDCF,M8762U100,78754,10000000,0,1981,0
Telekom Austria AG,20001120,TKA,87943Q109,88826,175000000,0,1996,0
TeleNav Inc,20100513,TNAV,87945510,93401,41083150,0,1999,0
TELENET,19771221,,87990310,75300,2294292,0,1977,.
TelePad Corporation,19930715,TPADA,8.79E+209,79425,2694006,0,1990,0
Teleport Communications Group,19960627,TCGI,879463107,83696,156157000,1,1968,0
TeleQuest,19860327,TELQ,879491108,10133,3792138,0,1983,0
TELERAM COMMUNICATIONS,19830526,TELR,87949310,75206,2177000,0,1983,0
Telesis Systems,19860507,TLSS,879922102,10219,4241974,0,1980,0
Telesoft,19950630,TSFT,879924108,81755,3600000,0,1982,0
TeleTech Holdings,19960731,TTEC,879939106,83916,54947430,0,1982,0
TELEVIDEO SYSTEMS,19830315,TELV,87991310,75345,41012000,0,1976,0
Teligent Inc,19971121,TGNT,87959Y103,85581,51757708,1,1996,1
Telik Inc,20000811,TELK,87959M109,88572,21800000,0,1988,0
Telios Pharmaceuticals,19920319,TLIO,87960N104,77423,19105814,0,1987,0
TELLABS,19800715,TLAB,87966410,75257,6179000,0,1974,0
Tellium Inc,20010517,TELM,8.80E+14,88983,38038000,0,1997,0
TelMed,19920820,TEMD,879687101,77870,3750000,0,1991,0
Telor Ophthalmic,19930511,TELR,87969G100,79196,7247550,0,1988,0
Telos,19851204,TLOS,87969400,92444,3253632,0,1969,0
Teltrend,19950608,TLTN,87969R106,81754,5556616,0,1979,0
Telular,19940127,WRLS,87970T109,80165,22907004,0,1986,0
TELXON CORPORATION,19830721,TLXN,87970010,75273,4500000,0,1969,0
TEMCO HOME HEALTH,19831202,TEMC,87991810,75388,1650000,0,1966,0
Tempest Technologies,19871014,TTOI,879781102,11778,8000000,0,1981,0
Tencor Instruments,19930308,TNCR,880323100,79015,7434969,0,1976,0
TenFold Corp,19990520,TENF,88033A103,86922,31225332,0,1991,0
Tengion Inc,20100409,TNGN,88034G10,93358,12353536,0,2003,0
Tera Computer,19950926,TERA,88076P108,82287,3773341,0,1987,0
TERA CORP,19820708,TRRA,88076710,75505,9208000,0,1974,0
Teradata,19870811,TDAT,880769104,11592,12835301,0,1979,0
Terayon Communication Systems,19980818,TERN,880775101,86337,16220460,0,1993,0
Tercica Inc,20040316,TRCA,88078L105,90096,24380753,0,2000,0
TESDATA SYSTEMS,19770427,TDSC,88159710,75636,1207313,0,1972,.
Tesla Motors Inc,20100628,TSLA,88160R10,93436,93109393,0,2003,0
Tesma International,19950720,TSMAF,,81904,14237000,1,1989,.
Tessco Technologies,19940928,TESS,872386107,80951,4079478,0,1986,0
Tessera Technologies Inc,20031112,TSRA,88164L100,89922,37833423,0,1990,0
TETRA TECH,19770106,TT,88162110,59803,1043950,0,1966,.
Tetra Tech,19911217,WATR,88162G103,77191,3956290,0,1966,0
TETRA Technologies,19900403,TTRA,88162F105,76127,4631536,0,1981,0
Tetralogic,20131212,TLOG,88165U109,14356,21116904,0,2001,0
Tetraphase Pharmaceuticals Inc,20130319,TTPH,88165N105,13829,17487014,0,2006,0
Texstyrene,19860211,FOAM,883124109,10047,3600000,0,1985,0
Textura Corp,20130606,TXTR,883211104,14005,22651947,0,2004,0
The Active Network Inc,20110525,ACTV,00506D100,12719,52982501,0,1998,0
The Joint Corp,20141111,JYNT,47973J102,15072,9168821,0,2010,0
The Rubicon Project Inc,20140402,RUBI,78112V102,14580,35739307,0,2007,0
theglobe.com inc,19981112,TGLO,88335R101,86436,9770714,0,1995,0
Theragenics,19860909,THRX,883375107,10644,6153977,0,1981,0
TheraSense Inc,20011012,THER,88338110,89177,38089847,0,1996,0
TheraTech,19920513,THRT,883383101,77597,8655934,0,1985,0
Theravance Inc,20041005,THRX,88338T104,90423,51953907,1,1996,0
Therma-Wave Inc,20000203,TWAV,88343A108,87639,21514220,0,1982,0
Thermage Inc,20061109,THRM,88343R101,91623,22370450,0,1996,0
Thermatrix,19960620,TMXI,883550105,83700,7401925,0,1985,0
THERMEDICS INC.,19830810,THMD,88390110,75986,4900000,0,1966,0
Thermo Cardiosystems,19890112,TCA,88355K101,75445,4500000,0,1966,0
Thermo Electron Technologies,19910724,TKN,88355T102,76768,8606798,0,1956,0
Thermo Instrument Systems,19860805,THIS,883559106,10545,10000000,0,1986,0
Thermo Process Systems,19860821,TPSI,883590101,75099,2750000,0,1986,0
Thermo Sentron,19960327,TSR,883593105,83230,9500000,0,1953,0
Thermolase,19940613,TLZ,88362411,80698,18428000,0,1991,0
ThermoQuest,19960319,TMQ,883655102,83231,48000000,0,1981,0
ThermoSpectra,19950803,THS,883660102,81922,12005000,0,1994,0
Third Wave Technologies Inc,20010209,TWTI,88428W10,88915,38271000,0,1993,0
THOMPSON MEDICAL,19791004,TM,88484210,62754,4000000,0,1954,.
Threshold Pharmaceuticals Inc,20050203,THLD,885807107,90604,29254907,0,2001,0
Thrifty Rent-A-Car System,19870806,TFTY,885877100,11585,6000000,0,1950,0
ThrustMaster,19950224,TMSR,886027101,81281,3542896,0,1990,0
TIBCO Software Inc,19990714,TIBX,88632Q10,87092,58749000,0,1985,0
Tickets.com,19991103,TIXX,88633M101,87422,57023962,0,1995,0
Tier Technologies Inc,19971217,TIER,88650Q100,85716,8345000,1,1991,0
Tiffany,19870505,TIF,886547108,75100,9241244,0,1900,0
Timberjack,19880524,TJCK,887086106,11951,4936466,0,1958,0
Timberland,19870630,TBL,887100105,75101,10125906,1,1978,0
Time Management,19870604,TMCO,887248102,11386,2053535,0,1986,0
Timeline,19950118,TMLN,887336204,81230,2559255,0,1977,0
TIMES FIBER,19810318,TFCI,88735510,76305,8455000,0,1977,0
Tintoretto,19860828,TNTO,887687101,10627,1335000,0,1986,0
Titan Wheel International,19930519,TWII,888328101,79198,6000000,0,1890,0
Titanium Metals,19960604,TIMT,888339108,83699,31455000,0,1950,0
TiVo Inc,19990929,TIVO,888706108,87255,35809000,0,1997,0
Tivoli Industries,19940921,TVLI,888711108,80952,3525000,0,1994,0
TLS CO.,19831104,TLSC,87256510,74326,2290000,0,1968,0
TMS International Corp,20110413,TMS,87261Q103,12682,37575973,1,2006,0
TNS Inc,20040316,TNS,872960109,90078,26778225,0,1991,0
Toastmaster,19920303,TM,888791100,77456,7551048,0,1926,0
Tokai Pharmaceuticals Inc,20140917,TKAI,88907J107,14937,21841742,0,2004,0
Tokos Medical,19900326,TKOS,889100103,76110,11560501,0,1983,0
Tollgrade Communications,19951214,TLGD,889542106,82755,5443830,0,1986,0
Tomotherapy Incorporated,20070508,TTPY,890088107,92053,48345337,0,1997,0
Toolex Alpha,19960509,TLXAF,N8715N103,83567,20600000,0,1951,0
TOPAZ,19790614,TPZ,89054110,63028,1775000,0,1969,.
Topps,19870521,TOPP,890786106,11353,13815520,0,1938,0
Torch Offshore Inc,20010607,TORC,89101910,89032,13333000,0,1978,0
Total Containment,19940225,TCIX,89149T101,80280,4245000,0,1986,0
Total Control Products Inc,19970311,TCPS,89149V106,84632,4914441,0,1982,0
Total Research,19870326,TOTL,891511107,11214,7360000,0,1975,0
Tower Automotive,19940811,TWER,891707101,80852,10188746,0,1993,1
Tower Semiconductor,19941025,TSEM,M87915100,81013,10000000,0,1993,0
Tower Technologies,19931130,TTMT,891864100,79931,2428572,0,1984,0
Toy Biz,19950223,TBZ,89226110,81293,26550000,1,1990,0
TPI Composites Inc,20160722,TPIC,87266J104,16188,32760995,0,1968,0
TRACON Pharmaceuticals Inc,20150130,TCON,89237H100,15184,11977421,0,2004,0
Tractor Supply,19940217,TSCO,892356106,80286,8718000,0,1938,0
Traffic.com Inc,20060125,TRFC,892717109,91085,19308239,0,1998,0
Trailer Bridge Inc,19970723,TRBR,892782103,85216,9372500,0,1991,0
TRANS WORLD AIRLINES,19830224,TWA,89334960,64821,32150000,0,1978,0
Trans1 Inc,20071016,TSON,89385X105,92319,18776481,0,2000,0
TransAct Technologies,19960822,TACT,892918103,83910,6149733,0,1996,0
Transaction Network Services,19940422,TNSI,893414102,80481,6510630,0,1990,0
Transcend Therapeutics Inc,19970702,TSND,89353T102,85219,2589883,0,1992,0
Transcrypt International Inc,19970122,TRII,89363A101,84441,9283078,0,1978,0
Transgenic Sciences,19890502,TSIN,893659201,75750,5058307,0,1986,0
Transgenomic Inc,20000718,TBIO,89365K206,88471,6000000,0,1988,0
Transkaryotic Therapies,19961016,TKTX,893735100,84136,16611296,0,1988,0
Transmeta Corp,20001106,TMTA,89376M10,88813,127800000,0,1995,0
Transpirator Technologies,19870423,TTEC,893910109,11272,2392500,0,1986,0
TRANSTECTOR SYSTEMS,19840712,TTOR,89389110,77017,3882000,0,1967,0
TransUnion,20150625,TRU,89400J107,15478,182219738,0,1968,0
TranSwitch,19950614,TXCC,894065101,81756,10827057,0,1988,0
Tranzyme Inc,20110401,TZYM,89413J102,12698,23708845,0,1998,0
Travel Services International,19970722,TRVL,894169101,85217,8406726,0,1996,1
Travelers Property Casualty,20020321,TAP,89420G10,89346,1000000000,1,1870,0
Tremor Video Inc,20130626,TRMR,89484Q100,14006,49423104,0,2005,0
Trend-Lines,19940623,TRND,894859107,80667,6110000,1,1981,0
Trevena,20140131,TRVN,8.95E+113,14442,25734361,0,2007,0
Trex Co Inc,19990408,TWP,89531P105,86810,13500000,0,1992,0
Trex Medical,19960627,TXM,89531R101,83613,18968134,0,1995,0
Tri-Lite Corp,19931020,NRG,89557G104,79772,2933333,0,1988,0
Tri-Point Medical,19960925,TPMC,89558C102,83967,11700468,0,1990,0
TRIAD SYSTEMS,19791218,TRSC,89581810,77228,6269396,0,1972,.
Triangle Pacific,19930810,TRIP,895912103,79530,13667913,0,1943,0
Triangle Pharmaceuticals,19961031,VIRS,89589H104,84279,13878563,0,1995,0
TRIBUNE CO.,19831012,TRB,89604710,65787,40434000,0,1901,0
Triconex,19920319,TCNX,896116100,77424,4378892,0,1983,0
Tricord Systems,19930319,TRCD,896121100,79016,11403335,0,1987,0
Trident International,19960226,TRDT,89614X108,83174,8852169,0,1989,0
Trident Microsystems,19921216,TRID,895919108,78208,11270600,0,1987,0
Trigen Energy,19940812,TGN,895930105,80789,10900000,0,1986,0
TRILOGY LTD.,19831109,TRILF,89419410,.,37251952,0,1980,0
TriMas Corp,20070517,TRS,896215209,92029,31759500,0,1986,0
Trimble Navigation,19900720,TRMB,896239100,76230,13570651,0,1978,0
Trimeris Inc,19971007,TRMS,896263100,85511,9865000,0,1993,0
Trina Solar Limited,20061219,TSL,8.96E+108,91653,21215347,0,1997,0
Tripath Technology Inc,20000801,TRPH,89672P104,88573,25900000,0,1995,0
Triple P,19951214,TPPP,N88795104,82767,23115015,0,1989,0
Triple Threat Enterprises,19901121,BOXR,896740206,76546,5929818,0,1990,0
TriQuint Semiconductor,19931213,TQNT,89674K103,80049,5011832,0,1981,0
TriTeal,19960806,TEAL,896937109,83912,11281588,0,1993,0
Tritel Inc,19991213,TTEL,89675X104,87516,125427613,1,1996,0
Triton Network Systems Inc,20000712,TNSI,896775103,88474,33831000,0,1997,0
Triumph Group,19961025,TGI,896818101,84041,9338812,1,1993,0
Trius Therapeutics Inc,20100802,TSRX,89685K10,12090,23554592,0,2004,0
Tronox,20051121,TRX,89705110,91012,40369431,1,1929,0
Troy Group Inc,19990722,TROY,89733N106,87095,10230130,0,1982,0
Trubion Pharmaceuticals Inc,20061017,TRBN,89778N102,91509,16905664,0,1999,0
TrueCar Inc,20140516,TRUE,89785L107,14677,71038267,0,2005,0
Trulia Inc,20120919,TRLA,897888103,13585,27276654,0,2005,0
Trupanion Inc,20140718,TRUP,898202106,14782,26558716,0,2007,0
Trusted Information Systems,19961010,TISX,897908109,84135,10935992,0,1983,0
Truvel,19880129,TRVL,898450200,11953,5897550,0,1973,0
TRX Inc,20050927,TRXI,898452107,90912,17656936,0,1988,0
TSS,19891120,TSSL,872889100,76035,8145679,0,1988,0
TTM Technologies Inc,20000921,TTMI,87305R109,88648,35550000,0,1978,0
TTR Inc,19970214,TTRF,87305U10,88745,3224548,0,1994,.
TubeMogul Inc,20140718,TUBE,898570106,14834,28685816,0,2007,0
Tuboscope,19900313,TUBO,898594106,76101,13000000,0,1937,0
Tuesday Morning,19860307,TUES,89903710,10094,2476858,0,1974,0
Tufco Technologies,19940121,TFCO,899040109,80159,3123233,0,1974,0
Tularik Inc,19991209,TLRK,899165104,87513,43854625,0,1991,0
Tumbleweed Communications Corp,19990805,TMWD,899690101,87189,21203000,0,1993,0
Turbochef,19940407,TRBO,900006107,80482,5928667,0,1991,0
Turnstone Systems Inc,20000201,TSTN,900423104,87638,29352290,0,1998,0
Tuscarora Plastics,19880721,TUSC,900902107,12099,3012276,0,1962,0
Tut Systems Inc,19990128,TUTS,901103101,86586,10966767,0,1991,0
Tvia Inc,20000809,TVIA,87307P101,88577,9464000,0,1993,0
Twilio Inc,20160623,TWLO,90138F102,16140,82200793,1,2008,0
Twitter,20131107,TWTR,90184L102,14295,545696816,0,2006,0
TYLAN,19800709,TYLN,90216710,77682,2006000,0,1954,0
Tylan General,19950126,TYGN,902169101,81232,4372355,0,1978,0
TYRONE HYDRAULICS,19760928,,90243410,77711,1790933,0,1965,.
UAS Automation Systems,19851105,UASI,90257500,92604,1501920,0,1982,0
Ubiquiti Networks Inc,20111013,UBNT,90347A100,13046,89740183,0,2005,0
UCP Inc,20130717,UCP,90265Y106,14042,18343100,1,2004,0
UFP Technologies,19931216,UFPT,902673102,80050,4432377,0,1963,0
ULTIMATE CORPORATION,19810407,ULTC,90384810,63386,5833000,0,1978,0
Ultra Clean Holdings Inc,20040324,UCTT,90385V107,90097,16965745,0,1991,0
Ultradata,19960215,ULTD,90388N102,83178,7392076,0,1981,0
Ultradata Systems,19950201,ULTR,903891109,81283,2309069,0,1989,0
Ultrafem,19960222,UFEM,903896108,83176,4789407,0,1990,0
Ultragenyx Pharmaceutical,20140131,RARE,90400D108,14436,29061871,0,2010,0
"Ultralife Batteries, Inc.",19921223,ULBI,903899102,78213,4796291,0,1991,0
Ultramar,19920626,ULR,903912103,77708,33000000,0,1961,0
Ultratech Stepper,19930929,UTEK,904034105,79628,6012444,0,1993,0
Under Armour,20051117,UARM,90431110,90979,46376651,1,1996,0
"UNGERMANN-BASS, INC.",19830623,UNGR,90456810,77957,16757000,0,1979,0
Unica Corp,20050802,UNCA,904583101,90876,18428487,0,1992,0
Unify,19960614,UNFY,904743101,83704,9357237,0,1980,0
Unigene Laboratories,19870812,UGNE,904753100,11601,12505782,0,1980,0
Unigraphics Solutions Inc,19980617,UGS,904928108,86142,41265000,1,1991,0
Unilab Corp,20010605,ULAB,90476320,89033,32204300,0,1988,0
UNIMATION,19811125,RBOT,90490110,78175,5100000,0,1962,0
Union Switch & Signal,19931123,UNSW,908573108,79880,9250000,0,1900,0
Uniphase,19931117,UNPH,909149106,79879,4077233,0,1979,0
Unique Fabricating,20150630,UFAB,90915J103,15590,9089998,0,1975,.
Uniroyal Chemical,19950316,UCHM,908903107,81517,24102742,0,1906,0
